name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_average_spawn_size,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_optimum_ph_level,characteristics_special_features,domesticos,protegidos,exoticos
Australian Kelpie Dog,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,5,,Australian Kelpie Dog,,,"Friendly, intelligent and energetic!",Herd Dog,BrownRedBlackTan,Hair,,10 to 13 years,25 to 45 pounds,,,,,,,17 to 20 inches,,Alert and intelligent,Should be trained from an early age and should be firm but fair,,,,,,,,,,,0,1,0
Australian Labradoodle,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownRedBlueBlackGoldCreamSilver,Hair,,13-16 years,20-65lbs,,,,,,,,,,,,,,,,,,,,,0,1,0
Australian Mist,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,Spotted Mist,,,Omnivore,4,,Australian Mist,,,First bred in the 1700s!,Shorthair,BrownBlueGoldChocolateLilacCaramelPeach,Hair,,15-18 years,8 to 15 pounds,,,,,,,,,"Affectionate, gentle and trustworthy",,,,,,,,,,,,1,0,0
Australian Retriever,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlackWhiteGold,Hair,,12 to 15 years,60 lbs,,,,,,,,,"Active, intelligent, and friendly",,,,,,,,,,,,0,1,0
Australian Shepherd,"['North-America', 'Oceania']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,7,,Australian Shepherd,,,"Sweet, faithful and affectionate!",Herd Dog,BrownGreyRedBlackTan,Hair,,15 years,65lbs,,,,,,,,,"Loyal, outgoing, and friendly",Should be trained from an early age and they are easy to train but it takes time,,,,,,,,,,,0,1,0
Australian Terrier,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,4,,Australian Terrier,,,"Spirited, alert and courageous!",Terrier,BlackGoldTan,Hair,,,,,,,,,,,,"Courageous, energetic and confident",Should be trained from an early age and respond best to fun and challenging training methods,,,,,,,,,,,1,0,0
Aye Aye,['Africa'],Animalia,Chordata,Mammalia,Primates,Daubentoniidae,Daubentonia,Daubentonia madagascariensis,"Insects, Larvae, Fruit",Infant,Solitary,"1,000 - 10,000",Hunting and habitat loss,Elongated middle finger with hooked claw,,170 days,"Dense, tropical rainforest",Omnivore,1,Nocturnal,Aye Aye,1.0,Eastern coast of Madagascar,Thought to be extinct until 1957!,Mammal,BlackDark Brown,Fur,20 mph,10 - 23 years,2kg - 2.7kg (4lbs - 6lbs),30cm - 40cm (12in - 15in),2 - 3 years,7 months,,"Human, Fossa, Birds of Prey",,,,,,,,,,,,,,,,1,0,0
Babirusa,['Asia'],Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Babyrousa,,,Piglet,Solitary/Group,Unknown,Habitat loss,Curved tusks on the upper half of its snout,Deer-pig,155-158 days,"Swamps, forests near rivers",Omnivore,,,"Babirusa, deer-pig",4.0,Indonesia,,Social and solitary,BrownGrey,Hair,30 mph,10 years,200-220lbs,3 feet-3.5 feet,2 years,6 to 8 months,1-2,,Mammal,2 feet-3 feet,,,,,,,,,"Berries, leaves, fruit, insects, carrion, fungi, bark, grasses",,,,,1,0,0
Baboon,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,Papio,"Fruits, Seeds, Insects",Infant,Troop,Decreasing,Hunting and habitat loss,"Dog-like muzzle and long, bent tail","Olive Baboon, Yellow Baboon, Guinea Baboon, Chacma Baboon, Hamadryas Baboon",170 days,"Grassland, rocky desert and rainforest",Omnivore,1,Diurnal,Baboon,5.0,Africa and Western Arabia,Can travel more than four miles a day!,Mammal,BrownGreyYellowBlackSilverOlive,Hair,30 mph,15 - 40 years,14kg - 45kg (30lbs - 100lbs),,5 - 7years,6 months,,"Lion, Leopard, African Wild Dog",,50cm - 86cm (20in - 34in),,,,,,,,,,,,,,1,0,0
Bactrian Camel,['Asia'],Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,Camelus Bactrianus,,,,,,,,,Deserts close to water,Herbivore,1,Herd,,,,The camel with two humps!,,BrownTan,Fur,40 mph,35 - 50 years,"600kg - 816kg (1,322lbs - 1,800lbs)",,,,,"Human, Tiger, Monitor Lizards",Mammal,1.7m - 2.1m (5.5ft - 7ft),Thick fur and two humps,,,,"Seeds, Grass, Thorny Shrubs",,,,Grass,,,,,1,0,0
Badger,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Taxidiinae,Taxidea Taxus,,,,,,,,,Woodland and hedgerows,Omnivore,3,Solitary,,,,Can reach speeds of 30 km/h!,,BrownBlackWhite,Fur,18 mph,4 - 10 years,11kg - 14kg (24lbs - 30lbs),40cm - 75cm (16in - 29in),,,,"Human, Eagle, Wildcats",Mammal,,Flattened body and long claws,,,,"Worms, Roots, Fruit",,,,Worms,,,,,1,0,0
Baiji,['Critically Endangered'],Animalia,Chordata,Mammalia,Cetartiodactyla,Lipotidae,Liptodes,Liptodes vexillifer,"Yellow catfish, carp, copper fish",,School,Unknown,"Commercial fishing nets, habitat loss","A long, upturned nose","Yangtze dolphin, white fin, white flag",6-12 months,River,Carnivore,,,Baiji,6.0,,,,GreyBlueWhite,Skin,37 mph,24 years,368 lbs,7.5-8.5 feet,,,,,Cetacean,,,,,,,Fresh,,,,,,,,1,0,0
Baleen Whale,['Ocean'],Animalia,Chordata,Mammalia,Artiodactyla,Eschrichtiidae,Eubalaena and Balaena,Mysticeti,"Krill, fish, zooplankton, phytoplankton, and algae",calves,Solitary,1.1 million+,Poaching/whaling,Baleen (rather than teeth),whalebone whale or mysticetes,10 months,Warm and freezing ocean,Carnivore,,,baleen whale,-2.0,Oceanwide,,solitary,GreyBlueBlack,Skin,22 mph,can be 100+ years,varies between species,40+ feet,5-10 years,6-7 months,1,"Humans, orcas",Mammal,,,,,,,,,,,,,,,1,0,0
Balinese,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,"Purebred longhaired Siamese, Longhaired Siamese, Thai Siamese",,,Omnivore,5,,Balinese cat,,,Playful and energetic breed!,Semi-Longhair,BrownRedBlueBlackCreamChocolateLilacCaramel,Hair,,12-22 years,7-15lbs,,,,,,,,,"Affectionate, playful and energetic",,,,,,,,,,,,1,0,0
Balkan Lynx,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx lynx balcanicus,"Hares, rabbits, birds, rodents, chamois, deer, sheep","Kitten, cub",Solitary,"60 to 120, conservation status is critically endangered",Humans,Its tufted ears.,,67 to 74 days,"Evergreen and deciduous forests, bush, shrublands, mountain pastures",Carnivore,,,Balkan lynx,,"Albania, North Macedonia, Kosovo, Montenegro, Croatia, and possibly in northern Greece",,,BrownGreyRedWhite,Fur,50 mph,17 to 25 years,39.6 to 55 pounds,31.5 to 51.2 inches,"Two years for females, three years for males",Four months,One to five,"Humans, wolves occasionally",Mammal,23.6 to 29.5 inches,,,,,,,,,,,,,,1,0,0
Banded Palm Civet,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Viverridae,Hemigalus,Hemigalus Derbyanus,,,,,,,,,Tropical rainforest,Carnivore,2,Solitary,,,,Markings give it camouflage!,,BrownGreyYellowBlackWhiteTan,Fur,,15 - 20 years,1.4kg - 4.5kg (3lbs - 10lbs),,,,,"Lions, Snakes, Leopards",Mammal,43cm - 71cm (17in - 28in),"Elongated body and snout with sharp, pointed teeth",,,,"Rodents, Snakes, Frogs",,,,Rodents,,,,,1,0,0
Bandicoot,['Oceania'],Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,Perameles,,Joey,,,,,,,"Forest, rainforest and jungle",Omnivore,4,Solitary,,,,Bandicoot Many species are endangered or extinct!,,BrownGreyBlackWhiteGoldTan,Fur,15 mph,3-7 years,0.2kg - 1.6kg (0.4lbs - 3.5lbs),28cm - 81cm (11in - 32in),,,,"Foxes, Snakes, Wildcats",Mammal,,"Pointed snout and long, thin tail",,,,"Insects, Fruit, Seeds",,,,Insects,,,,,1,0,0
Barbet,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,Puppy,,,,this breeds beard,"Barbet Water Spaniel, French Water Dog, Griffon d'arrêt à Poil Laineux, and Griffon Barbet.",,,Omnivore,,,,,,,,BrownGreyFawnBlackWhite,Hair,35 mph,12-14 years,,,,,3-7 puppies,,mammal,,,sweet and social,,,,,,,,France,,,,0,1,0
Basenji Dog,['Africa'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,5,,Basenji Dog,,,"Alert, affectionate and energetic!",,BrownRedBlackWhiteTanBrindle,Hair,,12-14 years,"24, lbs",,,,,,,,,"Loyal, stubborn, and affectionate",Should be trained from an early age as their independent nature can make them stubborn,,,,,,,,,,,0,1,0
Bassador,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownWhiteTan,Hair,,10-13 years,70 lbs,,,,,,,,,"Friendly, outgoing, and loyal",,,,,,,,,,,,0,1,0
Basset Fauve de Bretagne,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,FawnRedBlonde,Hair,,10 - 14 years,35lbs,,,,,,,,,"Intelligent, playful, and diligent",,,,,,,,,,,,0,1,0
Basset Hound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,8,,Basset Hound Dog,,,Forget the training when not rewarded!,Hound,BrownRedBlackWhiteTan,Hair,,10 – 12 years,,,,,,,,,,Friendly but stubborn,Should be trained in obedience from an early age due to their stubborn nature,,,,,,,,,,,0,1,0
Bassetoodle,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0
Bat,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Chiroptera,Microchiroptera,Emballonuridae,Chiroptera,,,,,,,,,Woodland and caves,Omnivore,1,Pack,,,,Detects prey using echolocation!,,BrownGreyBlack,Fur,25 mph,10 - 30 years,"2g - 1,000g (0.07oz - 35oz)",3cm - 180cm (1.2in - 71in),,,,"Owls, Eagles, Snakes",Mammal,,"Large ears detect prey using echolocation and have strong, flexible wings",,,,"Mice, Frogs, Fruit",,,,Mice,,,,,1,0,0
Bavarian Mountain Hound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,8,,Bavarian Mountain Hound,,,"Calm, quiet and poised!",Hound,BrownBlackTan,Hair,,12 to15 years,66 lbs,,,,,,,,,"Courageous, intelligent and poised",Should be trained from an early age as it is a long and slow process,,,,,,,,,,,0,1,0
Bea-Tzu,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,rabbits,puppies,PackSocial,unknown,,Has a deep howl,,2 months,Domesticated,Omnivore,4-6 puppies,PackSocial,Bea-Tzu,1.0,North America,,,White-Brown,Fur,-7 mph,10-15 years,15-23 pounds,12 - 16 inches,12 months,1-3 months,4-6 puppies,,mammal,11 - 15 inches,Beard and eyebrows,"Sweet, Loving, Loyal. They love being the center of attention. They are protective and possessive.",intelligent and easy to train,,rabbits,,3 months,,meat,North America,,,,1,0,0
Beabull,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,rabbits,puppies,PackSocial,unknown,"being hit by cars, dog fights",wrinkly face,Beagle Bulldog Mix,2 months,domesticated,Omnivore,4-6 puppies,PackSocial,Beagle Bulldog Hybrid,1.0,North America,,,Multi-colored,Fur,15 mph,10-12 years,25-45 pounds,"14-18""",12 months,2 months,4-6 puppies,,mammal,"12-16""",deep howl,laid back,"difficult to train, stubborn, high prey and bite drive",,rabbits,,3 months,,meat,North America,,,wrinkly face and deep howl,1,0,0
Beagador,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownYellowRedBlueBlackTanChocolate,Hair,,12-15years,45lbs,,,,,,,,,"Sweet, playful, and loyal",,,,,,,,,,,,0,1,0
Beagle,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,7,,Beagle Dog,,,Have become popular family pets!,Hound,BrownRedBlackWhiteTan,Hair,,,,,,,,,,,,Gentle and intelligent but stubborn,Should be trained in obedience from an early age due to their stubborn nature,,,,,,,,,,,0,1,0
Beagle Shepherd,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownRedBlackWhiteTanSilver,Hair,,10-14 years,56 lbs,,,,,,,,,"Vibrant, friendly, protective",,,,,,,,,,,,0,1,0
Beaglier,['Oceania'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlackWhiteCream,Hair,,10-15 years,33 lbs,,,,,,,,,"Active, friendly, and playful",,,,,,,,,,,,0,1,0
Beago,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlackTanCream,Hair,,8 - 12 years,55 lbs,,,,,,,,,Playful and easy going,,,,,,,,,,,,0,1,0
Bear,"['Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursidae,,,,,,,,,Forest and mountainous regions,Omnivore,2,Solitary,,,,There are 8 different species!,,BrownBlackWhite,Fur,35 mph,15 - 35 years,27kg - 450kg (60lbs - 990lbs),,,,,"Human, Wolf, Wildcats",Mammal,1.2m - 3.3m (4ft - 11ft),Large teeth and paws and strong body,,,,"Fish, Nectar, Insects",,,,Fish,,,,,1,0,0
Bearded Collie,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,7,,Bearded Collie,,,Weekly brushing is mandatory!,Herd,BrownGreyBlackWhiteTan,Hair,,,,,,,,,,,,"Loving, lively and playful",Should be trained from an early age and respond well to harsh techniques,,,,,,,,,,,0,1,0
Beaski,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownGreyFawnRedBlackWhiteBrindleCream,Hair,,12 to 15 years,50 lbs,,,,,,,,,Energetic and hardworking,,,,,,,,,,,,0,1,0
Beauceron,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,puppy,,,,hind double dewclaws,,,,Omnivore,,,Beauceron,,,,,BlackTanMulti-colored,Hair,,10-12 years,,,,,6-7 puppies,,,,,"Loyal, gentle, and energetic",,,,,,,,,,,,0,1,0
Beaver,"['Eurasia', 'Europe', 'North-America', 'Ocean']",Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,,,,,,,,,,Arid forest and desert,Herbivore,4,Solitary,,,,Builds a dam from sticks and leaves!,,BrownGrey,Fur,34 mph,15 - 20 years,16kg - 27kg (35lbs - 60lbs),80cm - 120cm (31in - 47in),,,,"Wolf, Bear, Lynx",Mammal,,"Transparent eyelids and big, flat tail",,,,"Tree bark, Willow, Water lilly",,,,Tree bark,,,,,1,0,0
Beefalo,['North-America'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos x Bison,Bos taurus × Bison bison,,Calf,Herd,Unknown,Lack of fertile hybrid bulls,,Cattalo,283 days,Farms,Herbivore,,,Beefalo,1.0,North America,,Herd,FawnRedBlack,Hair,,25,"900-2,000 pounds",,6-15 months,205 days,1,Humans,Bovid,4.6 ft,Looks like cattle but is hardier physically and health-wise,,,,,,,,,,,,,1,0,0
Belgian Shepherd,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,GreyFawnBlack,Hair,,10–14 years,,,,,,,,,,"Intelligent, energetic, alert, protective",,,,,,,,,,,,0,1,0
Belgian Tervuren,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,FawnBlackCreamBlack-Brown,Hair,,,,,,,6-10 puppies,,,,,,,,,,,,,,,,,0,1,0
Bengal Tiger,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera Tigris Tigris,,,,,,,,,Dense tropical forest and mangroves,Carnivore,3,Solitary,,,,The most numerous species of tiger!,,BlackWhiteOrange,Fur,60 mph,18 - 25 years,140kg - 300kg (309lbs - 660lbs),2.4m - 3.3m (6.8ft - 11ft),,,,Human,Mammal,,,,,,"Deer, Cattle, Wild Boar",,,,Deer,,,,,1,0,0
Bergamasco,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownGreyBlackTan,Hair,,13-15,57-84 pounds,,,,,,,21-24 inches,,"Patient, calm, intelligent, independent",,,,,,,,,,,,0,1,0
Berger Picard,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,GreyFawn,Hair,,12 - 13 years,70 lbs,,,,,,,,,"Loyal, even-tempered, and intelligent",,,,,,,,,,,,0,1,0
Bernese Mountain Dog,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,7,,Bernese Mountain Dog,,,"Very loyal, faithful and affectionate!",Sennenhund,BlackWhiteTan,Hair,,,,,,,,,,,,"Intelligent, friendly and alert",Should be trained from an early age due to their large size,,,,,,,,,,,1,0,0
Birman,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,Sacred Cat of Burma,,,Omnivore,6,,Birman cat,,,,Semi-Longhair,BrownRedBlackChocolateLilacCaramel,Hair,,12-16 years,Up to 12 pounds,,,,,,,,,"Intelligent, sweet and affectionate",,,,,,,,,,,,1,0,0
Black And Tan Coonhound,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,"Large, droopy ears.",,,,Omnivore,6-8 puppies.,,,,,,,BlackTan,Hair,32 mph,10-12 years.,,,,,,,,,,"Stubborn, strong, loyal, independent, and loving.",,,,,,,,,,,,0,1,0
Black Rhinoceros,['Africa'],Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,Diceros Bicornis,,,,,,,,,"Tropical bushland, grassland and savannas",Herbivore,1,Solitary,,,,Horns can grow to 1.5m!,,BrownGreyWhite,Leather,40 mph,45-50 years,"800kg - 1,400kg (1,800lbs - 3,100lbs)",3.3m - 3.6m (11ft - 12ft),,,,"Human, Wild cats",Mammal,,,,,,"Grass, Fruit, Berries, Leaves",,,,Grass,,,,,1,0,0
Black Russian Terrier,['Eurasia'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,,,,,,,,,,Omnivore,5,,Black Russian Terrier,,,"Confident, calm and highly intelligent!",Terrier,GreyBlack,Hair,,,,,,,,,,,,"Brave, confident and courageous",Should be trained from an early age as they will become dominant,,,,,,,,,,,1,0,0
Black-Footed Ferret,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela nigripes,"Prairie dogs, ground squirrels, birds, insects",Kit,Solitary,206 mature individuals,"Habitat loss, trapping",Black mask,"American polecat, Prairie dog hunter",41-43 days,"Grasslands, plains",Carnivore,,,Black Footed Ferret,,North America,,,BlackWhiteCream,Hair,,48 months,1.5-2.5 lbs,18-24 inches,1 year,4 months,3-4,"Badgers, coyotes, golden eagles, bobcats, and owls",Mammal,,,,,,,,,,,,,,,1,0,0
Blue Lacy Dog,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,5,,Blue Lacy Dog,,,Originated in Texas in the mid 1800s!,Herd,BrownGreyFawnBlueWhiteTanCream,Hair,,,,,,,,,,,,"Intelligent, active and alert",Should be trained from an early age as they can become dominant,,,,,,,,,,,0,1,0
Blue Picardy Spaniel,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,GreyBlack,Hair,,13 years,70 lbs,,,,,,,,,"Energetic, loyal, hard-working, and friendly",,,,,,,,,,,,0,1,0
Blue Whale,['Ocean'],Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balsenoptera musculus,"Krill, Crustaceans, Small Fish",Calf,Solitary,"Less than 20,000",Climate change,Pleats on neck and two blow-holes,"Northern, Southern, Pygmy",11 -12 months,Polar and subtropical waters,Carnivore,1,Diurnal,Blue Whale,3.0,Oceans worldwide,The largest animal on Earth,Mammal,GreyBlueBlackWhite,Smooth,13 mph,30 - 45 years,"100tonnes - 160tonnes (220,000lbs - 352,000lbs)",25m - 30m (82.5ft - 100ft),10- 15 years,8 months,,"Humans, Killer Whale pods",,,,,,,,,,,,,,,,1,0,0
Bobcat,"['Central-America', 'North-America']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx rufus,"Rabbits, Mice, Deer",Kitten,Solitary,"1,000,000",Hunting and habitat loss,Short ear tufts and bobbed tail,"Red Lynx, Wildcat",60 - 70 days,"Mountainous forest, swamp, desert",Carnivore,3,Nocturnal/Crepuscular,Bobcat,12.0,North America,About double the size of a domestic cat!,Mammal,BrownRedBlackWhiteTawnyBeige,Fur,34 mph,12 - 15 years,4.1kg - 15.3g (9lbs - 33lbs),65cm - 100cm (25in - 40in),1 - 2 years,12 weeks,,"Cougar, Wolves, Coyotes",,,,,,,,,,,,,,,,1,0,0
Bombay,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus,,,,,,,,,,Omnivore,6,,Bombay,,,,Shorthair,Black,Hair,,12 to 18 years,8 to 15 lbs.,,,,,,,,,"Intelligent, energetic, calm and friendly",,,,,,,,,,,,1,0,0
Borador,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownBlackWhiteTan,Hair,,10 - 12 years,65 lbs,,,,,,,,,Energetic and eager to please,,,,,,,,,,,,0,1,0
Bornean Orang-utan,['Asia'],Animalia,Chordata,Mammalia,Primates,Hominidae,Pongo,Pongo pygmaeus,"Fruits, Bark, Insects",Infant,Solitary,"13,500",Habitat loss,Highly intelligent with very long arms,"Red Ape, Forest People",9 months,Lowland forest and peat-swamps,Omnivore,1,Diurnal,Bornean Orang-utan,3.0,Borneo,Known to use large leaves as umbrellas!,Mammal,BrownGreyRedBlackOrange,Hair,2.7 mph,30 - 40 years,30kg - 90kg (66lbs - 200lbs),,12 - 15 years,3 years,,"Human, Tiger, Clouded Leopard",,1.25m - 1.5m (4ft - 5ft),,,,,,,,,,,,,,1,0,0
Borneo Elephant,"['Asia', 'Ocean']",Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Elephas,Elephas maximus borneensis,,,,,,,,,Rainforest and tropical woodland,Herbivore,1,Herd,,,,The smallest species of elephant!,,BrownGreyBlack,Leather,27 mph,55 - 70 years,"3,000kg - 5,000kg (6,500lbs - 11,000lbs)",,,,,"Human, Tiger",Mammal,2m - 3m (7ft - 10ft),Long trunk and large feet,,,,"Grass, Fruit, Roots",,,,Grass,,,,,1,0,0
Bouvier Des Flandres,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,,,,,,,,,,Omnivore,,,,,,,,BrownGreyFawnBlackBrindle,Hair,,10 to 12 years,110 lbs,,,,,,,,,"Fearless, strong-willed, and friendly",,,,,,,,,,,,0,1,0
