name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_incubation_period,characteristics_average_clutch_size,characteristics_venomous,characteristics_aggression,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_favorite_food,characteristics_origin,characteristics_migratory,characteristics_special_features,domesticos,protegidos,exoticos,altura_cm,peso_en_kg
Eland,['Africa'],Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Taurotragus,Taurotragus oryx,Unknown,Calf,Herd,"136,000",Overhunting and habitat destruction,Horns and dark markings on body.,"Common eland, giant eland.",274 days,"Grasslands, woodlands, mountains, and savannas.",Herbivore,Unknown,Unknown,Eland,1.0,Africa,Unknown,Unknown,WhiteTawny,Fur,25 mph,15-20 years,"660 – 2,650 lbs.",Unknown,2 years,4 – 6 months,1-2 calves,"Lions, African wild dogs, spotted hyenas, cheetahs.",Mammal,4.3 – 9.5 feet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,294.8350405
Elephant,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Proboscidea,Elephantidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rainforest and flood plains,Herbivore,1,Herd,Unknown,Unkown,Unknown,Spends around 22 hours a day eating!,Unknown,Grey,Leather,25 mph,55 - 70 years,"3,000kg - 5,400kg (6,500lbs - 12,000lbs)",Unknown,Unknown,Unknown,Unknown,Unknown,Mammal,2m - 3.6m (7ft - 12ft),Large body size and long trunk,Unknown,Unknown,Unknown,Unknown,Unknown,"Grass, Fruit, Roots",Unknown,Unknown,Unknown,Grass,Unknown,Unknown,Unknown,1,0,0,6.35,3500.0
Elephant Seal,['Ocean'],Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,Mirounga,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Warm coastal waters close to land,Carnivore,1,Herd,Unknown,Unkown,Unknown,The largest species of seal in the world!,Unknown,BrownGreyBlackTan,Fur,12 mph,18 - 22 years,"900kg - 3,000kg (2,000lbs - 6,000lbs)",3m - 5m (10ft - 16ft),Unknown,Unknown,Unknown,"Human, Sharks, Killer Whales",Mammal,Unknown,Long trunk-like nose and large body,Unknown,Unknown,Unknown,Unknown,Unknown,"Fish, Squid, Octopus",Unknown,Unknown,Unknown,Fish,Unknown,Unknown,Unknown,1,0,0,900.0,900.0
Elephant Shrew,['Africa'],Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Forest, woodland and grassland",Omnivore,2,Solitary,Unknown,Unkown,Unknown,Found exclusively on the African continent!,Unknown,BrownGreyBlackWhiteTan,Fur,8 mph,2 - 5 years,50g - 500g (2oz - 18oz),10cm - 30cm (4in - 12in),Unknown,Unknown,Unknown,"Snakes, Lizards, Birds of Prey",Mammal,Unknown,Long nose and long back legs,Unknown,Unknown,Unknown,Unknown,Unknown,"Insects, Worms, Spiders",Unknown,Unknown,Unknown,Insects,Unknown,Unknown,Unknown,1,0,0,20.0,0.25
Elk,"['Asia', 'Eurasia', 'North-America']",Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus canadensis,Baby ground-dwelling birds,Calf,Herd,Unknown,"Diseases, parasites",Large male antlers and bugling sound,"Wapiti, red deer",240-262 days,"Mountain meadows, forests, forest edges",Omnivore,Unknown,Unknown,"Elk, wapiti",14.0,"North America, Central Asia, East Asia",Unknown,Herd or solitary,Brown,Hair,40 mph,"10-15 years in the wild, 20 years in captivity","171-600kg (377-1,300lbs)",1.6-2.7m (5ft 3in-8ft 10in),16 months,2 months,1,Unknown,Cervid,0.75-1.5m (2ft 6in-4ft 11in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,270.0,385.5
Emperor Tamarin,['South-America'],Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus Imperator,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lowland tropical forest,Omnivore,2,Troop,Unknown,Unkown,Unknown,Has an elegant white moustache!,Unknown,BrownGreyBlackWhite,Fur,24 mph,8 - 15 years,220g - 900g (7.7oz - 32oz),18cm - 30cm (7in - 12in),Unknown,Unknown,Unknown,"Hawks, Snakes, Wild Cats",Mammal,Unknown,"Small body size and long, thin tail",Unknown,Unknown,Unknown,Unknown,Unknown,"Fruit, Insects, Rodents",Unknown,Unknown,Unknown,Fruit,Unknown,Unknown,Unknown,1,0,0,24.0,0.56
English Bulldog,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8-10 years,49-55 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,24.947580350000003
English Cocker Spaniel,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,English Cocker Spaniel,Unkown,Unknown,Intelligent yet stubborn by nature!,Gun Dog,Unknown,Hair,Unknown,15 years,15kg (34lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,15.0,15.0
English Cream Golden Retriever,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,GoldCream,Hair,Unknown,10-12 years,75 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Intelligent and obedient,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,34.01942775
English Foxhound,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BlackWhiteTanMulti-colored,Hair,Unknown,10 to 13 years,75 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Friendly, independent, affectionate",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,34.01942775
English Pointer,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
English Setter,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BlueOrangeChestnutMulti-coloredOlive-Grey,Hair,Unknown,11 to 15 years,80 pounds,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Friendly, affectionate, and gentle",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,36.287389600000004
English Shepherd,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,English Shepherd,Unkown,Unknown,Highly intelligent and independent!,Herd,BlackWhiteTanBrindle,Hair,Unknown,14 years,27kg (60lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Intelligent, shy and devoted",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,27.0,27.0
English Springer Spaniel,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,English Springer Spaniel,Unkown,Unknown,Friendly and eager to please!,Gun Dog,Unknown,Hair,Unknown,12 years,25kg (55lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,25.0,25.0
Entlebucher Mountain Dog,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Entlebucher Mountain Dog,Unkown,Unknown,Native to parts of the Swiss Alps!,Sennenhund,BlackWhiteTan,Hair,Unknown,12 years,30kg (65lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Intelligent, affectionate, stubborn",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,30.0
Epagneul Pont Audemer,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Epagneul Pont-Audemer,Unkown,Unknown,"Hard-working, gentle and affectionate!",Gun Dog,Unknown,Hair,Unknown,13 years,24kg (53lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,24.0,24.0
Ermine,"['Asia', 'Eurasia', 'Europe', 'North-America', 'Oceania']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela erminea,Unknown,Kits,Solitary,Unknown,Habitat loss,Zig-zagging movement,Stoat or short-tailed weasel,Unknown,Woodlands and forests,Carnivore,Unknown,Unknown,Ermine,Unkown,"Europe, Asia, and North America",Unknown,Mammals,BrownBlackWhite,Fur,8 mph,Seven to 10 years,60g - 110g (2.1oz - 3.9oz),23cm - 31cm (9in - 12in),A few months to a year,Unknown,Four to 18,"Badgers, foxes, coyotes, eagles, owls, and weasels",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Rodents, shrews, rabbits, frogs, insects, birds, and eggs",Unknown,Unknown,Unknown,0,1,0,27.0,0.06
Eskimo Dog,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Eskimo Dog,Unkown,Unknown,Takes pure delight in cold weather!,North,Unknown,Hair,Unknown,14 years,47kg (105lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,47.0
Eskipoo,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,
Estrela Mountain Dog,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Estrela Mountain Dog,Unkown,Unknown,Very protective and stubborn!,Guard,Unknown,Hair,Unknown,16 years,47kg (105lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,47.0,47.0
Eurasian Beaver,"['Asia', 'Europe']",Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor fiber,Unknown,kit,Social,"More than 200,000","Habitat loss, predators","large, flat tail",Unknown,107 days,"Ponds, lakes",Herbivore,Unknown,Unknown,beaver,Unkown,"Europe, Asia, Scandinavia",Unknown,Unknown,FawnLight-Brown,Fur,25 mph,seven to eight years,47 to 51 pounds,two to 3.5 feet,two years,six weeks,three to six,"Wolves, foxes, lynxes, wolverines",rodent,two to 3.5 feet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,106.68,23.133210870000003
Eurasian Lynx,"['Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,Lynx lynx,"Deer, elk, hare, rabbits, foxes, birds, and rodents",Kittens,Solitary,Unknown,Habitat loss and poaching,"The thick fur, bobbed tail, and ear tufts",Northern lynx,70 days,Forests and mountains,Carnivore,Unknown,Unknown,Eurasian Lynx,1.0,Eurasia,Unknown,Unknown,GreyYellowRedBlack,Fur,Unknown,Unknown,40-80lbs,27-51in,two to three years,Unknown,one to five kittens,Unknown,mammal,22-30in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,99.06,27.2155422
Eurasian Wolf,"['Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus lupus,"Moose, deer, wild boar, reindeer, argali, mouflon, wisent, saiga, ibex, chamois, wild goats, etc.",pups,Pack,"150,000","Deforestation, humans.",Tawny coat,"Common wolf, European wolf, Carpathian wolf, steppes wolf, Tibetan wolf, Chinese wolf",7 weeks,"Tundra, plains, scrublands, mountains.",Carnivore,Unknown,Unknown,Eurasian Wolf,1.0,"Western Europe, Scandinavia, Russia, China, Mongolia, Himalayan mountains.",Unknown,Pack,GreyRedBlackWhiteCreamTawny,Fur,Unknown,"6-8 years, though some live up to 17 years.",86 to 174 lbs.,41 to 63 inches,2 years,8 weeks,6 pups,none,mammal,"31 to 33 inches, at the shoulder",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,160.02,78.92507238
European Polecat,"['Africa', 'Eurasia', 'Europe']",Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,"Rodents, rabbits, lizards",kit,Solitary,Unknown,predators,Mask-like face markings,"Black polecat, western polecat, fitch",42 days,"Wetlands, marshes, coastal cliffs",Carnivore,Unknown,Unknown,European polecat,1.0,"Europe, North Africa, Asia",Unknown,solitary,RedBlackSilver,Fur,23 mph,five to 14 years,two to three pounds,one to 1 ½ feet,one year,three months,three to seven,Unknown,Mustelid,five to six inches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,30.48,1.1339809250000001
European Wildcat,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus silvestris,"Rodents, rabbits, hares, small mammals",kitten,Territorial,"500,000",Shooting by humans,Fluffy tail/looks like a feral cat,Unknown,68 days,Mainly forests,Omnivore,Unknown,Unknown,European wildcat,4.0,Europe,Unknown,solitary,GreySandy,Unknown,Unknown,12-16 years,eight to 18 pounds,Unknown,10-11 months,five to 10 months,three to six kittens,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,,8.164662660000001
Evening Bat,['North-America'],Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nycticeius,Nycticeius humeralis,Insects,Pup,Social,"More than 100,000. Conservation status is least concern.",None,That it’s a flying mammal,Unknown,30 to 36 days,"Forests, wetlands, open areas",Carnivore,Unknown,Unknown,Evening bat,1.0,United States,Unknown,Colony,Dark BrownLight Grey,Fur,38 mph,Six years or less,0.21 to 0.49 ounces,"3.39 to 4.13 inches, females larger than males",10 months,42 days,Two,"Birds of prey, snakes, raccoons",Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,33.02,0.013891251346600896
Fallow deer,"['Africa', 'Asia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,Dama dama,Unknown,Fawn,Solitary/Herd,"Over 100,000",Humans,An adult deer with a common coat hangs on to the white spots it had as a fawn.,"Shovel deer, Yachmur",231 to 245 days,"Forests, grasslands, low mountains",Herbivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownBlackWhiteTan,Hair,30 mph,20 to 25 years,66 to 176 pounds,4.27 to 5.74 feet,"17 months for males, 16 months for females",Seven months,1,"Humans, bears, cougars, wolves",Mammal,"2.95 feet to 3.28 feet at the shoulder for males, females smaller",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Vegetation,Unknown,Unknown,Unknown,1,0,0,152.5524,79.83225712000001
False Killer Whale,['Ocean'],Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Pseudorca,Pseudorca crassidens,"Fish, squid, and marine mammals",Unknown,Pod,Unknown,Competition with humans for food,The versatile vocalizations,Blackfish or false pilot whale,Up to 16 months,Coastal and deep ocean regions,Carnivore,1,Unknown,False killer whale,Unkown,Unknown,Unknown,Unknown,GreyBlackWhite,Skin,18 mph,Around 60 years,"Up to 4,000 pounds",Up to 20 feet,Unknown,Unknown,Unknown,Sharks and killer whales,Mammal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Salt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,609.6,"(1360, 777)"
Feist,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Unknown,Unknown,BrownWhite,Hair,Unknown,15 – 18 years,30 lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Fearless, spirited, and friendly",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,13.6077711
Fennec Fox,"['Africa', 'Asia']",Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,Vulpes zerda,"Berries, Fruit, Rodents, Reptiles",Kit,Sociable,Unknown,Habitat loss and hunting,"Large, over-sized ears",Unknown,52 days,Sandy and semi-arid desert,Omnivore,3,Nocturnal,Fennec Fox,1.0,North Africa,Found in the African Sahara Desert!,Mammal,WhiteCreamSandy,Fur,25 mph,10 - 14 years,1kg - 1.5kg (2.2lbs - 3.3lbs),24cm -41cm (9in - 16in),9 months,5 weeks,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,1.0,1.0
Ferret,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela furo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Forest and grasslands,Carnivore,4,Solitary,Unknown,Unkown,Unknown,Ferrets can be trained to do tricks like dogs!,Unknown,BrownGreyBlackTan,Fur,15 mph,7 - 10 years,0.7kg - 2kg (1.5lbs - 4lbs),40cm - 50cm (18in - 21in),Unknown,Unknown,Unknown,Unknown,Mammal,Unknown,Long thin body and large eyes,Unknown,Unknown,Unknown,Unknown,Unknown,"Mice, Rabbit, Gophers",Unknown,Unknown,Unknown,Mice,Unknown,Unknown,Unknown,1,0,0,45.0,7.0
Field Spaniel,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis Lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Field Spaniel,Unkown,Unknown,A sociable and adaptable breed!,Gun Dog,Unknown,Hair,Unknown,14 years,23kg (50lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,23.0,23.0
Fila Brasileiro,['South-America'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Puppy,Unknown,Unknown,Unknown,Unknown,Brazilian Mastiff and Brazilian Molosser,Unknown,Unknown,Omnivore,Unknown,Unknown,Fila Brasileiro,Unkown,Unknown,Unknown,Unknown,YellowFawnRedBlackBrindleLight Grey,Hair,36 mph,9-12 years,Unknown,Unknown,Unknown,Unknown,2-5 puppies,Unknown,Mammal,Unknown,Unknown,Intense and loyal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Brazil,Unknown,Unknown,0,1,0,,
Fin Whale,['Ocean'],Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,Balaenoptera Physalus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Deep offshore waters,Carnivore,1,Herd,Unknown,Unkown,Unknown,Found throughout ocean waters worldwide!,Unknown,GreyBlueBlackWhite,Smooth,25 mph,50 - 60 years,"1,800kg - 70,000kg (4,000lbs - 150,000lbs)",6.5m - 24m (21ft - 79ft),Unknown,Unknown,Unknown,"Human, Large Sharks",Mammal,Unknown,Pointed snout and two blowholes on top of head,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Squid",Unknown,Unknown,Unknown,Krill,Unknown,Unknown,Unknown,1,0,0,650.0,800.0
Finnish Spitz,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Finnish Spitz,Unkown,Unknown,Likes to bark a lot!,North,RedGold,Hair,Unknown,15 years,33lbs,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,,14.968548210000002
Fisher Cat,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pekania,Pekania pennanti,"Rodents, hares, shrews, porcupines, birds, fruits, mushrooms, and nuts",Kits,Solitary,"100,000",Hunting and habitat loss,"The dense, luxurious coat of fur","Fisher, black cat, black fox, and pekan",10-12 months,Forests,Omnivore,Unknown,Unknown,Fisher Cat,1.0,North America,Unknown,Unknown,BrownBlackWhiteGoldSilver,Fur,Unknown,Up to 10 years,1.4-6.8kg (3-15lbs),50-63cm (20-25in),1-2 years,8-16 weeks,1-6 kits,"Bobcats, lynxes, foxes, and hawks",Mammal,Up to 30cm (12in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,63.0,4.082331330000001
Fishing Cat,['Asia'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,Prionailurus viverrinus,"Fish, Shellfish, Snakes",Kitten,Solitary,"Less than 10,000",Habitat loss,"Long, stocky body and slightly webbed paws",Unknown,63 days,Variety of wetland habitats,Carnivore,2,Nocturnal,Fishing Cat,2.0,south-east Asia,Scoops fish out of the water using it's paw!,Mammal,BlackOlive-Grey,Fur,34 mph,10 - 12 years,5.5kg - 8kg (12lbs - 17.6lbs),57cm - 85cm (22.4in - 33.4in),9 - 10 months,4 - 6 months,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,5.0,5.0
Flat-Coated Retriever,['Europe'],Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Omnivore,Unknown,Unknown,Flat-Coated Retriever,Unkown,Unknown,A game retrieving gun-dog!,Gun Dog,Unknown,Hair,Unknown,12 years,32kg (70lbs),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0,32.0,32.0
Florida Panther,['North-America'],Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor couguar,white-tail deer,kittens,Solitary,125,Man,Crooked tail,"Florida mountain lion, Florida cougar, Florida puma",92-96 days,"Forests, wetlands, and grasslands",Carnivore,Unknown,Unknown,Florida panther,1.0,Southeast U.S.,Unknown,Solitary,WhiteTan,Hair,25 mph,Unknown,45kg-73kg (100lbs-160lbs),1.8m – 2.3m (6ft-7.5ft),18 –36 months,3-4 months,1-3,Man,Mammals,0.6m- 0.7m(24in-28in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0,205.0,59.0
